Report Number,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Police Deployed,Latitude,Longitude
NCRB_34088,2023-01-01,01:28,Delhi,891,Theft/Robbery,28,F,Blunt Object,3,28.71617577042711,77.28318900947605
NCRB_34089,2022-01-09,04:46,Delhi,363,Homicide,26,M,Firearm,0,28.75932687351797,77.35278822018273
NCRB_34090,2022-07-10,01:17,Delhi,622,Assault,59,Unknown,Firearm,9,28.574021620030628,77.26951063140613
NCRB_34091,2022-10-23,22:15,Delhi,209,Theft/Robbery,63,Unknown,,1,28.64926510788948,77.23658807540426
NCRB_34092,2023-11-01,02:45,Delhi,965,Drug Offense,54,Unknown,Firearm,9,28.785816120827047,77.22517891448517
NCRB_34093,2023-05-12,02:28,Delhi,820,Drug Offense,59,F,Unknown,0,28.65045226431895,77.29807151995657
NCRB_34094,2022-01-26,19:29,Delhi,544,Assault,29,Unknown,Blunt Object,10,28.518215611577595,77.25360782114008
NCRB_34095,2022-12-23,10:27,Delhi,283,Assault,19,Unknown,Knife,7,28.46003599959018,77.38087356958475
NCRB_34096,2022-01-02,11:25,Delhi,144,Burglary,62,F,Knife,3,28.44796179886321,77.29925051116192
NCRB_34097,2023-08-03,19:34,Delhi,141,Theft/Robbery,54,Unknown,Blunt Object,10,28.558344869245367,77.16961417655898
NCRB_34098,2022-03-10,18:04,Delhi,209,Theft/Robbery,31,F,,0,28.772258775391595,77.33423681196051
NCRB_34099,2023-05-20,01:40,Delhi,111,Theft/Robbery,40,M,Knife,0,28.54228485178871,77.13334959482233
NCRB_34100,2022-08-31,18:25,Delhi,499,Assault,55,M,Knife,3,28.43063754582023,77.19637541875042
NCRB_34101,2022-06-07,16:34,Delhi,221,Kidnapping,62,F,Unknown,1,28.733000980472426,77.3645501771399
NCRB_34102,2022-06-04,02:54,Delhi,186,Homicide,33,F,Unknown,10,28.75797180655089,77.12860780659693
NCRB_34103,2022-11-06,16:43,Delhi,131,Homicide,31,F,Knife,1,28.560475831123693,77.28704483886058
NCRB_34104,2022-12-02,03:51,Delhi,333,Homicide,42,Unknown,Unknown,8,28.77111322314984,77.03661741471262
NCRB_34105,2023-06-08,14:34,Delhi,241,Assault,36,Unknown,,10,28.614041717203698,77.2892258802025
NCRB_34106,2023-01-23,13:25,Delhi,338,Assault,38,F,Unknown,5,28.579538226317577,77.06051590986603
NCRB_34107,2023-01-08,21:14,Delhi,380,Drug Offense,34,F,Blunt Object,2,28.66700368242468,77.07107611911147
NCRB_34108,2022-07-23,01:20,Delhi,779,Theft/Robbery,45,Unknown,Knife,10,28.6545376443752,77.27761885394456
NCRB_34109,2022-05-23,18:29,Delhi,312,Assault,38,Unknown,Blunt Object,7,28.72090762983833,77.10399928056373
NCRB_34110,2023-09-28,06:50,Delhi,492,Homicide,57,F,Blunt Object,4,28.74672473347945,77.26081356727373
NCRB_34111,2023-09-01,18:22,Delhi,353,Theft/Robbery,40,Unknown,Blunt Object,10,28.62006497052137,77.0949561656347
NCRB_34112,2023-11-05,06:31,Delhi,756,Homicide,31,F,Knife,7,28.483855914128068,77.32952751133587
NCRB_34113,2023-11-06,23:25,Delhi,330,Homicide,39,Unknown,Blunt Object,9,28.79085073013909,77.34095139965902
NCRB_34114,2022-06-30,11:08,Delhi,342,Homicide,22,Unknown,Blunt Object,1,28.74801463494153,77.02126191435757
NCRB_34115,2023-09-22,05:58,Delhi,620,Homicide,63,M,,10,28.59637287109516,77.12685230948556
NCRB_34116,2023-05-08,12:22,Delhi,319,Homicide,61,M,Blunt Object,8,28.80628851485672,77.39104613658562
NCRB_34117,2022-12-22,12:32,Delhi,159,Kidnapping,30,F,Firearm,6,28.47759109712261,77.17184718833781
NCRB_34118,2023-08-21,22:18,Delhi,857,Homicide,36,F,,0,28.645029014219247,77.23566710197852
NCRB_34119,2022-03-26,07:10,Delhi,271,Theft/Robbery,29,Unknown,,3,28.47215844498385,77.16013472964553
NCRB_34120,2022-01-18,05:23,Delhi,917,Assault,33,M,Unknown,1,28.58188374177725,77.32995937366532
NCRB_34121,2022-02-02,23:49,Delhi,135,Kidnapping,31,M,Firearm,6,28.62648786601541,77.16627770156018
NCRB_34122,2023-10-23,13:44,Delhi,322,Burglary,44,Unknown,,7,28.4406847580982,77.10415593286814
NCRB_34123,2022-07-08,00:13,Delhi,726,Assault,24,Unknown,Knife,1,28.531055486591512,77.34889748386547
NCRB_34124,2022-04-19,21:43,Delhi,995,Theft/Robbery,32,F,Knife,7,28.57029191787453,77.34504928827266
NCRB_34125,2022-11-25,11:34,Delhi,885,Kidnapping,64,F,Unknown,5,28.45374330680717,77.39583671347313
NCRB_34126,2023-05-18,12:46,Delhi,805,Theft/Robbery,29,Unknown,Blunt Object,1,28.746723029990694,77.40208832865764
NCRB_34127,2022-08-05,06:01,Delhi,940,Assault,59,F,Knife,4,28.73687985409684,77.39082543575765
NCRB_34128,2023-02-26,02:54,Delhi,995,Burglary,43,M,Firearm,3,28.57404204917525,77.11497308408855
NCRB_34129,2022-12-02,04:04,Delhi,976,Kidnapping,53,M,,1,28.80500216396216,77.06242842916156
NCRB_34130,2022-01-21,20:13,Delhi,674,Assault,40,Unknown,Blunt Object,0,28.61133323301017,77.11095264186096
NCRB_34131,2023-01-27,06:50,Delhi,188,Theft/Robbery,26,M,Blunt Object,1,28.578486216275945,77.36154644338446
NCRB_34132,2022-07-28,17:52,Delhi,472,Drug Offense,41,M,Firearm,1,28.700045062423523,77.2810193337266
NCRB_34133,2022-12-27,11:57,Delhi,418,Theft/Robbery,37,F,Knife,3,28.45790096332115,77.01232290930164
NCRB_34134,2022-06-21,12:43,Delhi,128,Kidnapping,22,Unknown,Blunt Object,3,28.528120578533667,77.33854942720642
NCRB_34135,2023-09-27,21:31,Delhi,198,Theft/Robbery,55,M,Unknown,9,28.67046718808811,77.07913918415008
NCRB_34136,2023-01-19,03:10,Delhi,477,Assault,51,M,Unknown,0,28.583795840256773,77.02744911097221
NCRB_34137,2023-05-06,11:22,Delhi,662,Drug Offense,41,M,Firearm,9,28.50419913322113,77.14431038692311
NCRB_34138,2023-08-01,16:30,Delhi,793,Burglary,26,M,,7,28.80057659175573,77.03823132279093
NCRB_34139,2022-07-31,09:04,Delhi,526,Homicide,34,F,Unknown,8,28.646855291321287,77.06035294256868
NCRB_34140,2022-11-09,13:18,Delhi,151,Assault,46,F,Firearm,0,28.765466400449448,77.31971513976303
NCRB_34141,2023-11-09,00:16,Delhi,431,Burglary,18,F,Blunt Object,7,28.76783212132793,77.23339124070075
NCRB_34142,2023-02-17,17:55,Delhi,878,Drug Offense,40,Unknown,Blunt Object,5,28.619834878504427,77.01615189334298
NCRB_34143,2022-03-19,21:43,Delhi,457,Homicide,45,Unknown,Unknown,1,28.747891399468724,77.32983527899194
NCRB_34144,2023-10-21,08:37,Delhi,507,Homicide,44,Unknown,Knife,10,28.591436893378784,77.07192480266548
NCRB_34145,2022-03-25,10:17,Delhi,580,Homicide,52,M,,0,28.75470743861016,77.04387299885612
NCRB_34146,2022-01-24,10:56,Delhi,738,Homicide,61,Unknown,Unknown,6,28.58968686171675,77.17534238846696
NCRB_34147,2023-01-14,02:48,Delhi,173,Theft/Robbery,23,F,Blunt Object,9,28.65934507624056,77.2424441754688
NCRB_34148,2023-12-18,07:16,Delhi,532,Homicide,57,F,Unknown,5,28.438688526074,77.36211206216
NCRB_34149,2023-06-22,22:43,Delhi,790,Assault,54,Unknown,Firearm,8,28.753391449062303,77.18781021675791
NCRB_34150,2022-11-11,06:47,Delhi,678,Drug Offense,29,F,Blunt Object,5,28.5249482607578,77.13647894929954
NCRB_34151,2023-05-15,05:11,Delhi,619,Burglary,63,F,,3,28.4606169938021,77.27999712742402
NCRB_34152,2023-04-05,04:37,Delhi,374,Burglary,61,Unknown,Firearm,8,28.46148568773648,77.30179212259274
NCRB_34153,2023-03-30,22:51,Delhi,635,Drug Offense,53,F,Blunt Object,10,28.52383892416265,77.12611929612042
NCRB_34154,2023-10-19,21:15,Delhi,978,Theft/Robbery,21,Unknown,,7,28.603625414327915,77.40883000560113
NCRB_34155,2023-05-06,16:11,Delhi,236,Kidnapping,56,F,Firearm,8,28.78821192466579,77.31007549861395
NCRB_34156,2023-07-15,07:32,Delhi,940,Burglary,51,F,,5,28.73388532817229,77.18518884177197
NCRB_34157,2022-06-17,12:52,Delhi,516,Kidnapping,25,M,,8,28.620125862409072,77.09496942707108
NCRB_34158,2022-03-23,01:42,Delhi,968,Kidnapping,47,F,Blunt Object,4,28.5194787555113,77.14907390619861
NCRB_34159,2023-06-05,15:41,Delhi,898,Assault,31,M,Unknown,8,28.731438714627643,77.05017299794356
NCRB_34160,2023-03-18,10:17,Delhi,523,Kidnapping,57,F,Firearm,10,28.435481293053225,77.15799642757845
NCRB_34161,2023-04-08,19:06,Delhi,547,Drug Offense,53,Unknown,Firearm,10,28.45902367154267,77.37947904750055
NCRB_34162,2022-04-17,07:36,Delhi,278,Drug Offense,19,F,Unknown,4,28.60268693785627,77.17052489359084
NCRB_34163,2022-12-06,16:37,Delhi,578,Assault,30,F,Unknown,2,28.58484386190871,77.09206994709957
NCRB_34164,2022-08-16,15:35,Delhi,965,Kidnapping,64,F,,8,28.81180388622554,77.21446041968885
NCRB_34165,2022-12-11,16:45,Delhi,252,Homicide,58,Unknown,,4,28.69004058039683,77.27288157723724
NCRB_34166,2022-08-27,11:29,Delhi,535,Theft/Robbery,32,F,Blunt Object,7,28.72097945507011,77.08666765425171
NCRB_34167,2022-01-11,10:18,Delhi,949,Assault,56,M,Unknown,7,28.59167657015477,77.40017596668628
NCRB_34168,2022-02-21,09:00,Delhi,372,Kidnapping,22,Unknown,Firearm,1,28.525766950785503,77.03269531280475
NCRB_34169,2022-05-11,11:01,Delhi,185,Drug Offense,30,M,Unknown,4,28.78696897025876,77.10353031397818
NCRB_34170,2022-12-19,19:41,Delhi,707,Burglary,38,Unknown,Unknown,5,28.75219675785624,77.36838097372657
NCRB_34171,2022-03-06,04:25,Delhi,688,Theft/Robbery,49,F,Firearm,4,28.78222508667148,77.29784755337073
NCRB_34172,2022-01-21,13:28,Delhi,546,Kidnapping,37,M,Blunt Object,10,28.70038459437076,77.20602112163789
NCRB_34173,2022-10-01,23:51,Delhi,422,Burglary,42,M,Firearm,7,28.69411265541348,77.04432867806585
NCRB_34174,2022-04-05,23:56,Delhi,141,Theft/Robbery,48,F,Knife,0,28.680237585700453,77.19723597371744
NCRB_34175,2022-12-04,10:49,Delhi,822,Homicide,27,Unknown,,8,28.651067507099164,77.12985861444587
NCRB_34176,2022-06-10,08:56,Delhi,783,Drug Offense,35,F,Firearm,6,28.605894466441683,77.15572084541564
NCRB_34177,2022-12-08,22:15,Delhi,707,Kidnapping,25,Unknown,Blunt Object,8,28.62712417880075,77.05814889615216
NCRB_34178,2023-10-21,14:12,Delhi,798,Kidnapping,54,F,Unknown,6,28.797725136647912,77.16998004460862
NCRB_34179,2023-08-12,14:54,Delhi,437,Drug Offense,51,F,,7,28.76440028944772,77.2412745214823
NCRB_34180,2023-12-10,14:36,Delhi,385,Theft/Robbery,64,F,Blunt Object,5,28.45527428660053,77.04783608821201
NCRB_34181,2022-07-15,04:06,Delhi,852,Assault,28,M,Knife,1,28.47487455949129,77.28811629379396
NCRB_34182,2022-06-26,04:00,Delhi,480,Theft/Robbery,37,F,Knife,2,28.517427220535392,77.31445179554926
NCRB_34183,2022-11-12,23:39,Delhi,340,Drug Offense,31,M,Firearm,5,28.6465501295304,77.40518838392217
NCRB_34184,2022-05-08,14:46,Delhi,737,Drug Offense,37,Unknown,Knife,6,28.59760694074473,77.12584848400286
NCRB_34185,2022-07-01,18:44,Delhi,873,Burglary,60,F,Knife,6,28.43839547167549,77.16354457616359
NCRB_34186,2023-03-12,03:03,Delhi,839,Theft/Robbery,58,Unknown,Blunt Object,7,28.75079155018698,77.22513700086766
NCRB_34187,2023-08-30,16:29,Delhi,353,Theft/Robbery,41,M,Unknown,2,28.49526413937282,77.28859500338852
NCRB_34188,2022-02-18,13:26,Delhi,401,Assault,49,F,Blunt Object,4,28.53938055039036,77.26197803350557
NCRB_34189,2023-01-04,18:34,Delhi,901,Burglary,52,F,Blunt Object,2,28.778373427838872,77.24055399483802
NCRB_34190,2023-02-27,10:13,Delhi,532,Kidnapping,18,M,Knife,5,28.7753642562323,77.37477938690238
NCRB_34191,2022-08-25,00:47,Delhi,159,Drug Offense,58,F,Firearm,9,28.64356145718912,77.26086092415159
NCRB_34192,2023-08-02,16:49,Delhi,540,Homicide,18,F,Knife,5,28.64089356888656,77.0843358673702
NCRB_34193,2022-06-05,23:15,Delhi,995,Drug Offense,32,F,,0,28.53458413226368,77.27934987437726
NCRB_34194,2022-12-31,21:55,Delhi,877,Kidnapping,41,F,,1,28.804234193713462,77.24223848518989
NCRB_34195,2022-09-29,06:46,Delhi,239,Drug Offense,20,F,Unknown,1,28.776740305011536,77.20589653276073
NCRB_34196,2023-09-16,04:53,Delhi,197,Kidnapping,59,M,,4,28.722871407317257,77.04741330111096
NCRB_34197,2023-12-04,10:44,Delhi,381,Drug Offense,20,Unknown,,7,28.51514643234159,77.31867611992108
NCRB_34198,2022-05-31,22:05,Delhi,734,Homicide,37,M,Unknown,2,28.586662446905628,77.0998416623841
NCRB_34199,2022-08-26,20:18,Delhi,557,Assault,40,Unknown,,4,28.809601466434263,77.34039216770063
NCRB_34200,2023-10-12,11:13,Delhi,335,Homicide,40,M,Knife,3,28.804951745730936,77.1084542772357
NCRB_34201,2023-06-14,05:30,Delhi,379,Theft/Robbery,33,F,Firearm,4,28.79017857054552,77.35590291413213
NCRB_34202,2022-11-08,08:39,Delhi,213,Kidnapping,20,F,Unknown,2,28.43110040435863,77.343416534272
NCRB_34203,2023-05-22,17:45,Delhi,665,Theft/Robbery,52,Unknown,,4,28.673862301978303,77.33325201704132
NCRB_34204,2022-06-03,07:32,Delhi,212,Homicide,55,Unknown,Blunt Object,3,28.758334577347,77.34891463219068
NCRB_34205,2022-03-04,22:11,Delhi,875,Drug Offense,26,M,Unknown,9,28.476236808302307,77.1563748713083
NCRB_34206,2023-01-31,20:43,Delhi,101,Theft/Robbery,41,Unknown,,5,28.532431329167483,77.36119306444176
NCRB_34207,2023-10-28,07:08,Delhi,944,Homicide,54,M,,5,28.582376418808582,77.27136393503861
NCRB_34208,2022-04-20,15:29,Delhi,584,Homicide,36,F,Firearm,1,28.539452656352065,77.06573371795005
NCRB_34209,2023-07-28,17:06,Delhi,817,Homicide,56,M,Unknown,5,28.73029179381919,77.06732399861093
NCRB_34210,2023-10-12,07:51,Delhi,449,Assault,57,Unknown,Knife,10,28.546357815138204,77.05585525506204
NCRB_34211,2022-04-26,02:25,Delhi,649,Drug Offense,64,Unknown,Firearm,3,28.700461136910544,77.30963722940977
NCRB_34212,2023-04-25,21:02,Delhi,881,Kidnapping,24,F,Unknown,4,28.71736497188033,77.33280008503732
NCRB_34213,2022-08-06,12:12,Delhi,844,Homicide,27,M,,0,28.72907194266536,77.33323705307852
NCRB_34214,2022-08-22,12:43,Delhi,466,Kidnapping,61,Unknown,Firearm,8,28.457533006860903,77.3364922488967
NCRB_34215,2023-05-05,00:11,Delhi,832,Theft/Robbery,42,Unknown,Blunt Object,9,28.724652149830487,77.17118346400059
NCRB_34216,2023-06-06,01:06,Delhi,488,Homicide,46,Unknown,Unknown,4,28.463311957551674,77.17891354292999
NCRB_34217,2023-04-24,01:42,Delhi,330,Burglary,52,F,Firearm,5,28.58035676566102,77.31695081563521
NCRB_34218,2023-10-02,04:08,Delhi,267,Kidnapping,31,M,Knife,5,28.66373501183511,77.29519899861648
NCRB_34219,2023-06-17,11:53,Delhi,294,Theft/Robbery,60,M,Knife,4,28.46112813629161,77.15996350084649
NCRB_34220,2022-08-15,11:50,Delhi,886,Burglary,57,Unknown,,8,28.57908971710409,77.0393596715909
NCRB_34221,2023-05-26,13:05,Delhi,917,Assault,38,F,Blunt Object,5,28.550177167788306,77.31735924201595
NCRB_34222,2022-06-23,16:10,Delhi,614,Assault,41,Unknown,Firearm,9,28.65158406135822,77.33779736960147
NCRB_34223,2023-12-24,14:18,Delhi,745,Drug Offense,30,M,Knife,0,28.64936461703876,77.40186674521237
NCRB_34224,2023-04-22,10:26,Delhi,570,Homicide,48,M,Unknown,9,28.7808010699404,77.15250308163752
NCRB_34225,2023-05-10,05:54,Delhi,916,Drug Offense,39,Unknown,Knife,2,28.80017825520281,77.11717727125499
NCRB_34226,2023-06-12,16:03,Delhi,845,Burglary,26,Unknown,Knife,2,28.695968022129584,77.38582938992265
NCRB_34227,2022-02-02,06:58,Delhi,370,Homicide,56,F,Unknown,4,28.560298036112467,77.05906487522813
NCRB_34228,2023-09-23,01:23,Delhi,970,Theft/Robbery,49,F,Blunt Object,6,28.63171065309221,77.26070444203431
NCRB_34229,2022-04-19,21:05,Delhi,187,Assault,34,F,Unknown,0,28.559641434497937,77.05650141566753
NCRB_34230,2022-11-12,06:20,Delhi,571,Burglary,51,F,Blunt Object,2,28.60905937121304,77.31958158914233
NCRB_34231,2023-07-01,20:06,Delhi,418,Drug Offense,55,F,Firearm,0,28.74346512029504,77.14787053129697
NCRB_34232,2022-12-20,16:30,Delhi,342,Theft/Robbery,60,F,Unknown,7,28.41811976337224,77.16225286945755
NCRB_34233,2022-04-18,23:01,Delhi,943,Burglary,18,Unknown,Unknown,0,28.56264618248585,77.06527714778366
NCRB_34234,2022-04-17,01:39,Delhi,538,Drug Offense,36,Unknown,Firearm,6,28.466668001900533,77.03740879418784
NCRB_34235,2022-01-22,22:21,Delhi,898,Drug Offense,26,Unknown,Blunt Object,6,28.80157273214837,77.06867790693846
NCRB_34236,2022-04-12,03:49,Delhi,873,Drug Offense,50,M,Unknown,0,28.76489351589212,77.1588276569933
NCRB_34237,2023-08-27,04:22,Delhi,534,Theft/Robbery,64,F,Unknown,0,28.59195284928381,77.16439634719471
NCRB_34238,2022-06-17,20:19,Delhi,578,Homicide,37,M,Blunt Object,2,28.573840286713928,77.14617658394475
NCRB_34239,2023-06-01,19:19,Delhi,666,Theft/Robbery,58,F,Firearm,8,28.457224678558127,77.09030840907448
NCRB_34240,2022-12-25,21:10,Delhi,650,Burglary,25,Unknown,Knife,0,28.76893004837697,77.00972216430199
NCRB_34241,2023-08-31,14:06,Delhi,612,Theft/Robbery,36,F,,5,28.77320668356303,77.22331117262914
NCRB_34242,2023-08-24,08:52,Delhi,178,Theft/Robbery,54,Unknown,,4,28.70362970151936,77.38218106795604
NCRB_34243,2023-12-23,05:29,Delhi,271,Homicide,48,M,,1,28.534736466867784,77.27716326029665
NCRB_34244,2023-11-28,20:25,Delhi,460,Theft/Robbery,24,Unknown,Unknown,9,28.597078848837903,77.21984351399625
NCRB_34245,2022-02-15,06:40,Delhi,113,Homicide,51,Unknown,Blunt Object,1,28.56556283276606,77.33016561767445
NCRB_34246,2023-03-19,10:10,Delhi,106,Kidnapping,19,M,Knife,5,28.50125350175634,77.38202422467474
NCRB_34247,2022-10-02,20:29,Delhi,541,Drug Offense,39,F,Blunt Object,10,28.70781209275036,77.29100169971295
NCRB_34248,2023-11-14,14:45,Delhi,480,Burglary,24,Unknown,Blunt Object,5,28.62209543949876,77.20145525118211
NCRB_34249,2023-07-06,01:50,Delhi,489,Theft/Robbery,20,F,Firearm,2,28.4644502175743,77.10604309222455
NCRB_34250,2022-06-04,20:06,Delhi,646,Drug Offense,21,F,,0,28.702315659763467,77.15823243426873
NCRB_34251,2022-03-09,01:06,Delhi,811,Homicide,64,F,Knife,2,28.74199911690765,77.08302329375789
NCRB_34252,2022-03-27,20:13,Delhi,166,Kidnapping,41,Unknown,Firearm,3,28.737441252430205,77.28891946688283
NCRB_34253,2023-12-28,13:21,Delhi,541,Kidnapping,54,M,Blunt Object,3,28.65719544870025,77.18824742354235
NCRB_34254,2023-08-16,03:46,Delhi,136,Kidnapping,30,Unknown,Firearm,2,28.661148533600898,77.27852144276437
NCRB_34255,2022-07-02,01:30,Delhi,773,Burglary,39,M,Unknown,4,28.680535010581085,77.36471485934699
NCRB_34256,2022-03-25,08:47,Delhi,965,Drug Offense,19,Unknown,,2,28.604824901125987,77.39910021769225
NCRB_34257,2023-06-27,23:49,Delhi,162,Homicide,37,M,Blunt Object,7,28.442045447210777,77.21163861414576
NCRB_34258,2022-05-31,16:14,Delhi,472,Theft/Robbery,59,M,Blunt Object,6,28.66655503841128,77.07904712608166
NCRB_34259,2023-03-31,23:32,Delhi,120,Homicide,38,F,Blunt Object,10,28.76639821939535,77.26135881678124
NCRB_34260,2022-03-28,14:51,Delhi,197,Assault,23,F,Unknown,0,28.567514265356312,77.3262462770921
NCRB_34261,2023-06-14,19:58,Delhi,563,Burglary,40,M,Knife,10,28.493969069475817,77.04687855305417
NCRB_34262,2023-12-26,08:52,Delhi,947,Burglary,50,Unknown,Firearm,7,28.69219869510109,77.11059626667343
NCRB_34263,2022-01-23,23:19,Delhi,769,Burglary,48,Unknown,Blunt Object,8,28.567427455404264,77.0611041695248
NCRB_34264,2023-08-02,18:14,Delhi,589,Homicide,36,M,Firearm,5,28.494937161856136,77.18244209167962
NCRB_34265,2022-09-01,09:24,Delhi,837,Burglary,57,M,Blunt Object,7,28.797726342586724,77.22154027869234
NCRB_34266,2023-06-19,14:33,Delhi,631,Drug Offense,43,M,Unknown,7,28.718511675747123,77.07638985316575
NCRB_34267,2023-12-29,15:54,Delhi,795,Kidnapping,29,F,Firearm,4,28.498302818368337,77.10310816415897
NCRB_34268,2022-06-28,13:56,Delhi,577,Homicide,33,F,Knife,2,28.475069464999127,77.06716187624119
NCRB_34269,2023-12-16,23:29,Delhi,703,Burglary,43,Unknown,Knife,1,28.682570730545656,77.15831316098368
NCRB_34270,2023-09-15,14:42,Delhi,156,Drug Offense,54,F,,10,28.79482516466199,77.3588353486529
NCRB_34271,2022-03-02,22:57,Delhi,277,Kidnapping,48,Unknown,Unknown,1,28.466659021969537,77.1352778411565
NCRB_34272,2022-09-27,02:17,Delhi,836,Kidnapping,22,M,Blunt Object,0,28.521579301224044,77.05534839592234
NCRB_34273,2023-03-14,02:24,Delhi,284,Burglary,25,Unknown,Firearm,8,28.742172332172835,77.18841008697459
NCRB_34274,2022-08-19,21:02,Delhi,150,Drug Offense,34,Unknown,Knife,1,28.59808269667355,77.24839051169418
NCRB_34275,2023-05-14,01:00,Delhi,358,Theft/Robbery,58,F,Knife,10,28.55441765643493,77.09518671355978
NCRB_34276,2023-10-25,21:28,Delhi,452,Drug Offense,43,Unknown,Blunt Object,4,28.75489034934303,77.2372188306232
NCRB_34277,2022-06-22,08:46,Delhi,101,Assault,37,Unknown,Firearm,5,28.5554519202492,77.12376491562738
NCRB_34278,2023-04-19,12:58,Delhi,167,Drug Offense,22,F,Knife,7,28.72947469817336,77.1177749823701
NCRB_34279,2023-05-07,15:24,Delhi,593,Kidnapping,55,M,,2,28.787245456563507,77.31806450062163
NCRB_34280,2023-06-07,15:36,Delhi,992,Burglary,59,F,,9,28.64182929090132,77.1150123996106
NCRB_34281,2022-12-06,17:11,Delhi,679,Assault,29,F,Unknown,2,28.48132275571945,77.18311500310523
NCRB_34282,2022-06-29,15:31,Delhi,514,Drug Offense,64,F,Blunt Object,4,28.801763933574247,77.31561680082058
NCRB_34283,2023-05-23,18:13,Delhi,193,Theft/Robbery,35,M,Blunt Object,2,28.63829728885985,77.27400110363027
NCRB_34284,2022-02-15,18:57,Delhi,444,Theft/Robbery,32,Unknown,Firearm,5,28.6514539265408,77.0813992870907
NCRB_34285,2023-12-17,01:18,Delhi,775,Theft/Robbery,45,M,Knife,5,28.653187429342783,77.09818947219328
NCRB_34286,2022-04-01,08:38,Delhi,494,Assault,57,M,Knife,6,28.480126927947424,77.34713765626246
NCRB_34287,2022-10-06,23:40,Delhi,422,Kidnapping,64,Unknown,Blunt Object,6,28.682269380833084,77.39954248858423
NCRB_34288,2022-09-10,05:53,Delhi,676,Homicide,36,M,Firearm,0,28.67839164252753,77.33033958777487
NCRB_34289,2023-10-01,18:17,Delhi,119,Theft/Robbery,63,M,Firearm,2,28.65013886948636,77.03430003888548
NCRB_34290,2022-12-26,04:53,Delhi,391,Assault,45,Unknown,Blunt Object,4,28.456697680626736,77.20643761852459
NCRB_34291,2023-03-01,04:53,Delhi,447,Assault,59,M,Blunt Object,1,28.50756402906446,77.267144156757
NCRB_34292,2023-06-03,00:14,Delhi,716,Drug Offense,56,M,Knife,10,28.511255137238248,77.29328239643206
NCRB_34293,2022-08-02,10:26,Delhi,154,Theft/Robbery,23,Unknown,Unknown,5,28.803075209664765,77.246712976216
NCRB_34294,2022-02-22,14:26,Delhi,737,Drug Offense,62,M,Unknown,3,28.413923528072534,77.12676462820009
NCRB_34295,2022-11-25,09:11,Delhi,855,Homicide,32,Unknown,Unknown,0,28.663481084687827,77.27071578519602
NCRB_34296,2022-12-19,18:57,Delhi,922,Kidnapping,36,F,Blunt Object,1,28.5062231681407,77.29655096616057
NCRB_34297,2023-05-01,15:42,Delhi,194,Burglary,58,F,Firearm,9,28.683410251435628,77.39127739194366
NCRB_34298,2022-05-24,16:51,Delhi,357,Homicide,36,M,,7,28.787787460277965,77.33202624381948
